DetalleID;VentaID;ProductoID;Cantidad;PrecioUnitario;DescuentoPct;VentaNeta;CostoTotal;Margen
DET001916-1;VTA001916;PROD0030;1;$ 443.263,61;0,0%;$ 443.263,61;$ 310.009,00;$ 133.254,61
DET001917-1;VTA001917;PROD0021;1;$ 1.031.159,35;0,0%;$ 1.031.159,35;$ 752.620,00;$ 278.539,35
DET001917-2;VTA001917;PROD0061;1;$ 175.634,01;10,0%;$ 158.070,61;$ 107.318,00;$ 50.752,61
DET001917-3;VTA001917;PROD0169;1;$ 103.550,47;5,0%;$ 98.372,95;$ 75.268,00;$ 23.104,95
DET001918-1;VTA001918;PROD0156;1;$ 392.991,58;0,0%;$ 392.991,58;$ 287.610,00;$ 105.381,58
DET001919-1;VTA001919;PROD0034;1;$ 864.747,56;15,0%;$ 735.035,43;$ 647.511,00;$ 87.524,43
DET001920-1;VTA001920;PROD0017;2;$ 547.694,21;0,0%;$ 1.095.388,42;$ 770.634,00;$ 324.754,42
DET001921-1;VTA001921;PROD0148;1;$ 69.813,67;0,0%;$ 69.813,67;$ 54.971,00;$ 14.842,67
DET001922-1;VTA001922;PROD0145;1;$ 889.697,97;5,0%;$ 845.213,07;$ 608.263,00;$ 236.950,07
DET001922-2;VTA001922;PROD0166;1;$ 250.276,22;5,0%;$ 237.762,41;$ 157.280,00;$ 80.482,41
DET001923-1;VTA001923;PROD0115;3;$ 113.848,21;15,0%;$ 290.312,94;$ 267.588,00;$ 22.724,94
DET001923-2;VTA001923;PROD0146;1;$ 73.206,31;15,0%;$ 62.225,36;$ 54.157,00;$ 8.068,36
DET001924-1;VTA001924;PROD0098;1;$ 744.193,00;0,0%;$ 744.193,00;$ 466.619,00;$ 277.574,00
DET001924-2;VTA001924;PROD0076;1;$ 199.894,91;5,0%;$ 189.900,16;$ 136.701,00;$ 53.199,16
DET001925-1;VTA001925;PROD0142;1;$ 93.893,75;0,0%;$ 93.893,75;$ 60.200,00;$ 33.693,75
DET001926-1;VTA001926;PROD0008;2;$ 217.647,39;10,0%;$ 391.765,30;$ 301.952,00;$ 89.813,30
DET001926-2;VTA001926;PROD0090;1;$ 673.085,92;0,0%;$ 673.085,92;$ 485.187,00;$ 187.898,92
DET001927-1;VTA001927;PROD0076;1;$ 208.444,70;0,0%;$ 208.444,70;$ 136.701,00;$ 71.743,70
DET001927-2;VTA001927;PROD0069;1;$ 82.492,49;5,0%;$ 78.367,87;$ 54.166,00;$ 24.201,87
DET001928-1;VTA001928;PROD0034;3;$ 899.883,98;15,0%;$ 2.294.704,15;$ 1.942.533,00;$ 352.171,15
DET001929-1;VTA001929;PROD0038;1;$ 42.612,83;0,0%;$ 42.612,83;$ 32.241,00;$ 10.371,83
DET001930-1;VTA001930;PROD0162;3;$ 101.851,66;0,0%;$ 305.554,98;$ 204.108,00;$ 101.446,98
DET001930-2;VTA001930;PROD0089;1;$ 843.864,76;0,0%;$ 843.864,76;$ 544.449,00;$ 299.415,76
DET001930-3;VTA001930;PROD0171;2;$ 619.778,75;0,0%;$ 1.239.557,50;$ 907.702,00;$ 331.855,50
DET001931-1;VTA001931;PROD0025;1;$ 956.341,50;0,0%;$ 956.341,50;$ 708.479,00;$ 247.862,50
DET001932-1;VTA001932;PROD0136;1;$ 366.129,02;10,0%;$ 329.516,12;$ 246.220,00;$ 83.296,12
DET001932-2;VTA001932;PROD0051;2;$ 935.006,93;0,0%;$ 1.870.013,86;$ 1.346.474,00;$ 523.539,86
DET001932-3;VTA001932;PROD0132;1;$ 551.310,16;0,0%;$ 551.310,16;$ 438.168,00;$ 113.142,16
DET001933-1;VTA001933;PROD0094;2;$ 105.039,08;5,0%;$ 199.574,25;$ 150.938,00;$ 48.636,25
DET001933-2;VTA001933;PROD0084;1;$ 698.131,00;15,0%;$ 593.411,35;$ 531.420,00;$ 61.991,35
DET001933-3;VTA001933;PROD0117;1;$ 18.597,08;5,0%;$ 17.667,23;$ 13.971,00;$ 3.696,23
DET001934-1;VTA001934;PROD0119;1;$ 128.212,50;0,0%;$ 128.212,50;$ 78.568,00;$ 49.644,50
DET001934-2;VTA001934;PROD0180;2;$ 1.180.779,17;10,0%;$ 2.125.402,51;$ 1.739.894,00;$ 385.508,51
DET001934-3;VTA001934;PROD0082;1;$ 90.710,64;10,0%;$ 81.639,58;$ 57.158,00;$ 24.481,58
DET001935-1;VTA001935;PROD0167;1;$ 534.600,57;0,0%;$ 534.600,57;$ 380.551,00;$ 154.049,57
DET001936-1;VTA001936;PROD0060;1;$ 212.185,61;10,0%;$ 190.967,05;$ 140.684,00;$ 50.283,05
DET001937-1;VTA001937;PROD0099;1;$ 702.595,57;0,0%;$ 702.595,57;$ 570.938,00;$ 131.657,57
DET001937-2;VTA001937;PROD0003;1;$ 388.639,89;10,0%;$ 349.775,90;$ 258.223,00;$ 91.552,90
DET001938-1;VTA001938;PROD0036;1;$ 639.731,92;0,0%;$ 639.731,92;$ 496.749,00;$ 142.982,92
DET001938-2;VTA001938;PROD0146;1;$ 74.195,62;0,0%;$ 74.195,62;$ 54.157,00;$ 20.038,62
DET001938-3;VTA001938;PROD0061;1;$ 168.526,52;0,0%;$ 168.526,52;$ 107.318,00;$ 61.208,52
DET001939-1;VTA001939;PROD0074;1;$ 530.320,95;0,0%;$ 530.320,95;$ 388.845,00;$ 141.475,95
DET001940-1;VTA001940;PROD0142;3;$ 92.135,02;5,0%;$ 262.584,81;$ 180.600,00;$ 81.984,81
DET001941-1;VTA001941;PROD0118;2;$ 98.200,66;0,0%;$ 196.401,32;$ 131.938,00;$ 64.463,32
DET001941-2;VTA001941;PROD0123;1;$ 272.445,39;0,0%;$ 272.445,39;$ 213.165,00;$ 59.280,39
DET001942-1;VTA001942;PROD0178;4;$ 441.475,76;5,0%;$ 1.677.607,89;$ 1.357.336,00;$ 320.271,89
DET001943-1;VTA001943;PROD0145;1;$ 920.304,84;0,0%;$ 920.304,84;$ 608.263,00;$ 312.041,84
DET001944-1;VTA001944;PROD0093;1;$ 1.051.148,22;0,0%;$ 1.051.148,22;$ 682.026,00;$ 369.122,22
DET001945-1;VTA001945;PROD0166;1;$ 236.414,91;0,0%;$ 236.414,91;$ 157.280,00;$ 79.134,91
DET001945-2;VTA001945;PROD0162;1;$ 97.511,32;0,0%;$ 97.511,32;$ 68.036,00;$ 29.475,32
DET001945-3;VTA001945;PROD0061;1;$ 178.317,54;0,0%;$ 178.317,54;$ 107.318,00;$ 70.999,54
DET001946-1;VTA001946;PROD0119;3;$ 128.207,75;5,0%;$ 365.392,09;$ 235.704,00;$ 129.688,09
DET001947-1;VTA001947;PROD0070;1;$ 345.537,98;0,0%;$ 345.537,98;$ 235.608,00;$ 109.929,98
DET001948-1;VTA001948;PROD0176;1;$ 153.544,54;0,0%;$ 153.544,54;$ 110.906,00;$ 42.638,54
DET001949-1;VTA001949;PROD0014;1;$ 741.947,31;0,0%;$ 741.947,31;$ 494.014,00;$ 247.933,31
DET001950-1;VTA001950;PROD0028;2;$ 160.380,92;0,0%;$ 0,00;$ 217.310,00;$ 0,00
DET001951-1;VTA001951;PROD0056;2;$ 357.058,74;5,0%;$ 678.411,61;$ 484.972,00;$ 193.439,61
DET001952-1;VTA001952;PROD0157;3;$ 404.140,59;5,0%;$ 1.151.800,68;$ 776.781,00;$ 375.019,68
DET001953-1;VTA001953;PROD0069;1;$ 80.788,14;0,0%;$ 80.788,14;$ 54.166,00;$ 26.622,14
DET001953-2;VTA001953;PROD0151;1;$ 142.883,71;0,0%;$ 142.883,71;$ 107.564,00;$ 35.319,71
DET001953-3;VTA001953;PROD0050;1;$ 290.766,54;0,0%;$ 290.766,54;$ 186.033,00;$ 104.733,54
DET001954-1;VTA001954;PROD0090;1;$ 659.668,59;5,0%;$ 626.685,16;$ 485.187,00;$ 141.498,16
DET001954-2;VTA001954;PROD0173;1;$ 370.943,23;20,0%;$ 296.754,58;$ 246.117,00;$ 50.637,58
DET001955-1;VTA001955;PROD0070;2;$ 356.838,38;0,0%;$ 713.676,76;$ 471.216,00;$ 242.460,76
DET001956-1;VTA001956;PROD0109;1;$ 722.133,33;0,0%;$ 722.133,33;$ 577.626,00;$ 144.507,33
DET001957-1;VTA001957;PROD0130;1;$ 1.051.356,37;0,0%;$ 1.051.356,37;$ 701.283,00;$ 350.073,37
DET001958-1;VTA001958;PROD0034;4;$ 920.024,29;5,0%;$ 3.496.092,30;$ 2.590.044,00;$ 906.048,30
DET001959-1;VTA001959;PROD0053;2;$ 150.713,78;0,0%;$ 301.427,56;$ 184.776,00;$ 116.651,56
DET001960-1;VTA001960;PROD0004;1;$ 894.505,00;5,0%;$ 849.779,75;$ 596.634,00;$ 253.145,75
DET001961-1;VTA001961;PROD0048;1;$ 229.554,33;0,0%;$ 229.554,33;$ 155.148,00;$ 74.406,33
DET001962-1;VTA001962;PROD0101;3;$ 81.036,64;10,0%;$ 218.798,93;$ 188.922,00;$ 29.876,93
DET001962-2;VTA001962;PROD0165;2;$ 1.322.858,55;5,0%;$ 2.513.431,25;$ 1.770.788,00;$ 742.643,25
DET001962-3;VTA001962;PROD0130;1;$ 1.084.692,67;15,0%;$ 921.988,77;$ 701.283,00;$ 220.705,77
DET001963-1;VTA001963;PROD0027;2;$ 281.312,75;0,0%;$ 562.625,50;$ 445.608,00;$ 117.017,50
DET001964-1;VTA001964;PROD0015;2;$ 578.446,12;0,0%;$ 1.156.892,24;$ 824.988,00;$ 331.904,24
DET001964-2;VTA001964;PROD0170;2;$ 264.789,00;0,0%;$ 529.578,00;$ 373.536,00;$ 156.042,00
DET001964-3;VTA001964;PROD0126;1;$ 75.491,97;5,0%;$ 71.717,37;$ 53.626,00;$ 18.091,37
DET001965-1;VTA001965;PROD0070;1;$ 355.880,67;5,0%;$ 338.086,64;$ 235.608,00;$ 102.478,64
DET001965-2;VTA001965;PROD0159;1;$ 801.010,81;10,0%;$ 720.909,73;$ 535.252,00;$ 185.657,73
DET001966-1;VTA001966;PROD0081;3;$ 721.270,90;15,0%;$ 1.839.240,80;$ 1.437.036,00;$ 402.204,80
DET001967-1;VTA001967;PROD0091;1;$ 532.012,83;0,0%;$ 532.012,83;$ 399.240,00;$ 132.772,83
DET001967-2;VTA001967;PROD0138;1;$ 323.184,47;0,0%;$ 323.184,47;$ 203.575,00;$ 119.609,47
DET001968-1;VTA001968;PROD0162;3;$ 97.676,66;10,0%;$ 263.726,98;$ 204.108,00;$ 59.618,98
DET001969-1;VTA001969;PROD0010;1;$ 95.295,66;0,0%;$ 95.295,66;$ 75.474,00;$ 19.821,66
DET001970-1;VTA001970;PROD0151;1;$ 139.649,98;0,0%;$ 139.649,98;$ 107.564,00;$ 32.085,98
DET001971-1;VTA001971;PROD0109;2;$ 718.497,64;5,0%;$ 1.365.145,52;$ 1.155.252,00;$ 209.893,52
DET001971-2;VTA001971;PROD0113;1;$ 708.320,58;20,0%;$ 566.656,46;$ 513.076,00;$ 53.580,46
DET001972-1;VTA001972;PROD0010;1;$ 95.954,59;0,0%;$ 95.954,59;$ 75.474,00;$ 20.480,59
DET001973-1;VTA001973;PROD0160;1;$ 379.813,55;10,0%;$ 341.832,20;$ 265.144,00;$ 76.688,20
DET001974-1;VTA001974;PROD0078;1;$ 194.626,57;0,0%;$ 194.626,57;$ 131.031,00;$ 63.595,57
DET001975-1;VTA001975;PROD0076;1;$ 206.196,52;0,0%;$ 206.196,52;$ 136.701,00;$ 69.495,52
DET001975-2;VTA001975;PROD0178;1;$ 457.384,41;0,0%;$ 457.384,41;$ 339.334,00;$ 118.050,41
DET001975-3;VTA001975;PROD0089;1;$ 831.553,87;5,0%;$ 789.976,18;$ 544.449,00;$ 245.527,18
DET001976-1;VTA001976;PROD0026;2;$ 864.423,61;0,0%;$ 1.728.847,22;$ 1.221.582,00;$ 507.265,22
DET001977-1;VTA001977;PROD0116;1;$ 190.394,40;0,0%;$ 190.394,40;$ 152.602,00;$ 37.792,40
DET001978-1;VTA001978;PROD0129;1;$ 509.976,19;20,0%;$ 407.980,95;$ 363.302,00;$ 44.678,95
DET001979-1;VTA001979;PROD0036;2;$ 641.209,27;0,0%;$ 1.282.418,54;$ 993.498,00;$ 288.920,54
DET001980-1;VTA001980;PROD0038;3;$ 43.103,68;0,0%;$ 129.311,04;$ 96.723,00;$ 32.588,04
DET001981-1;VTA001981;PROD0122;1;$ 636.561,74;0,0%;$ 636.561,74;$ 469.014,00;$ 167.547,74
DET001981-2;VTA001981;PROD0084;1;$ 701.205,87;0,0%;$ 701.205,87;$ 531.420,00;$ 169.785,87
DET001982-1;VTA001982;PROD0117;2;$ 18.756,41;5,0%;$ 35.637,18;$ 27.942,00;$ 7.695,18
DET001983-1;VTA001983;PROD0117;1;$ 18.218,14;0,0%;$ 18.218,14;$ 13.971,00;$ 4.247,14
DET001983-2;VTA001983;PROD0041;1;$ 325.642,64;0,0%;$ 325.642,64;$ 201.728,00;$ 123.914,64
DET001983-3;VTA001983;PROD0103;2;$ 19.074,03;20,0%;$ 30.518,45;$ 25.986,00;$ 4.532,45
DET001984-1;VTA001984;PROD0046;1;$ 934.429,92;10,0%;$ 840.986,93;$ 689.522,00;$ 151.464,93
DET001984-2;VTA001984;PROD0061;2;$ 178.114,61;0,0%;$ 356.229,22;$ 214.636,00;$ 141.593,22
DET001985-1;VTA001985;PROD0032;1;$ 961.143,79;0,0%;$ 961.143,79;$ 589.630,00;$ 371.513,79
DET001986-1;VTA001986;PROD0015;1;$ 588.858,28;20,0%;$ 471.086,62;$ 412.494,00;$ 58.592,62
DET001987-1;VTA001987;PROD0035;2;$ 150.503,19;10,0%;$ 0,00;$ 207.524,00;$ 0,00
DET001988-1;VTA001988;PROD0069;1;$ 84.057,44;0,0%;$ 84.057,44;$ 54.166,00;$ 29.891,44
DET001989-1;VTA001989;PROD0127;2;$ 15.885,08;0,0%;$ 31.770,16;$ 23.672,00;$ 8.098,16
DET001989-2;VTA001989;PROD0081;1;$ 762.276,19;0,0%;$ 762.276,19;$ 479.012,00;$ 283.264,19
DET001990-1;VTA001990;PROD0008;1;$ 227.893,67;0,0%;$ 227.893,67;$ 150.976,00;$ 76.917,67
DET001991-1;VTA001991;PROD0040;1;$ 263.784,70;5,0%;$ 250.595,46;$ 182.154,00;$ 68.441,46
DET001992-1;VTA001992;PROD0065;2;$ 745.428,92;0,0%;$ 1.490.857,84;$ 1.143.162,00;$ 347.695,84
DET001993-1;VTA001993;PROD0133;1;$ 748.020,81;10,0%;$ 673.218,73;$ 579.507,00;$ 93.711,73
DET001993-2;VTA001993;PROD0114;2;$ 689.161,61;0,0%;$ 1.378.323,22;$ 1.039.348,00;$ 338.975,22
DET001993-3;VTA001993;PROD0041;2;$ 305.265,07;0,0%;$ 610.530,14;$ 403.456,00;$ 207.074,14
DET001994-1;VTA001994;PROD0032;1;$ 898.238,89;10,0%;$ 808.415,00;$ 589.630,00;$ 218.785,00
DET001995-1;VTA001995;PROD0149;1;$ 133.867,26;0,0%;$ 133.867,26;$ 97.622,00;$ 36.245,26
DET001996-1;VTA001996;PROD0099;1;$ 728.083,10;5,0%;$ 691.678,94;$ 570.938,00;$ 120.740,94
DET001996-2;VTA001996;PROD0137;1;$ 1.121.680,28;10,0%;$ 1.009.512,25;$ 714.997,00;$ 294.515,25
DET001997-1;VTA001997;PROD0089;1;$ 794.198,90;0,0%;$ 794.198,90;$ 544.449,00;$ 249.749,90
DET001998-1;VTA001998;PROD0149;1;$ 127.842,78;0,0%;$ 127.842,78;$ 97.622,00;$ 30.220,78
DET001998-2;VTA001998;PROD0141;2;$ 136.163,41;0,0%;$ 272.326,82;$ 208.584,00;$ 63.742,82
DET001999-1;VTA001999;PROD0006;2;$ 508.799,51;0,0%;$ 1.017.599,02;$ 809.884,00;$ 207.715,02
DET002000-1;VTA002000;PROD0061;1;$ 176.378,21;0,0%;$ 176.378,21;$ 107.318,00;$ 69.060,21
DET002001-1;VTA002001;PROD0006;1;$ 512.344,15;10,0%;$ 461.109,74;$ 404.942,00;$ 56.167,74
DET002002-1;VTA002002;PROD0130;1;$ 1.055.575,78;5,0%;$ 1.002.796,99;$ 701.283,00;$ 301.513,99
DET002003-1;VTA002003;PROD0018;1;$ 1.096.852,61;0,0%;$ 1.096.852,61;$ 738.346,00;$ 358.506,61
DET002004-1;VTA002004;PROD0086;1;$ 596.176,85;0,0%;$ 596.176,85;$ 387.998,00;$ 208.178,85
DET002004-2;VTA002004;PROD0144;3;$ 77.864,17;5,0%;$ 221.912,88;$ 157.281,00;$ 64.631,88
DET002004-3;VTA002004;PROD0025;2;$ 960.186,86;0,0%;$ 1.920.373,72;$ 1.416.958,00;$ 503.415,72
DET002005-1;VTA002005;PROD0074;1;$ 527.192,45;5,0%;$ 500.832,83;$ 388.845,00;$ 111.987,83
DET002005-2;VTA002005;PROD0106;1;$ 346.656,78;0,0%;$ 346.656,78;$ 226.030,00;$ 120.626,78
DET002006-1;VTA002006;PROD0140;1;$ 495.129,87;0,0%;$ 495.129,87;$ 340.381,00;$ 154.748,87
DET002007-1;VTA002007;PROD0116;1;$ 189.609,02;15,0%;$ 161.167,67;$ 152.602,00;$ 8.565,67
DET002008-1;VTA002008;PROD0096;1;$ 630.224,36;5,0%;$ 598.713,14;$ 409.389,00;$ 189.324,14
DET002009-1;VTA002009;PROD0073;1;$ 156.261,93;15,0%;$ 132.822,64;$ 99.591,00;$ 33.231,64
DET002010-1;VTA002010;PROD0107;1;$ 367.084,02;5,0%;$ 348.729,82;$ 257.871,00;$ 90.858,82
DET002011-1;VTA002011;PROD0143;2;$ 54.390,11;0,0%;$ 108.780,22;$ 71.792,00;$ 36.988,22
DET002012-1;VTA002012;PROD0099;1;$ 741.404,30;0,0%;$ 741.404,30;$ 570.938,00;$ 170.466,30
DET002013-1;VTA002013;PROD0125;1;$ 439.404,58;5,0%;$ 417.434,35;$ 314.817,00;$ 102.617,35
DET002014-1;VTA002014;PROD0177;4;$ 682.083,66;5,0%;$ 2.591.917,91;$ 1.778.664,00;$ 813.253,91
DET002014-2;VTA002014;PROD0140;1;$ 503.796,17;0,0%;$ 503.796,17;$ 340.381,00;$ 163.415,17
DET002015-1;VTA002015;PROD0129;1;$ 536.949,94;0,0%;$ 536.949,94;$ 363.302,00;$ 173.647,94
DET002016-1;VTA002016;PROD0049;1;$ 801.630,73;20,0%;$ 641.304,58;$ 552.938,00;$ 88.366,58
DET002016-2;VTA002016;PROD0164;1;$ 848.859,19;15,0%;$ 721.530,31;$ 571.657,00;$ 149.873,31
DET002016-3;VTA002016;PROD0047;2;$ 380.825,85;0,0%;$ 761.651,70;$ 621.092,00;$ 140.559,70
DET002017-1;VTA002017;PROD0177;1;$ 688.484,09;5,0%;$ 654.059,89;$ 444.666,00;$ 209.393,89
DET002018-1;VTA002018;PROD0066;4;$ 473.007,94;5,0%;$ 1.797.430,17;$ 1.477.840,00;$ 319.590,17
DET002019-1;VTA002019;PROD0105;3;$ 428.869,03;10,0%;$ 1.157.946,38;$ 890.202,00;$ 267.744,38
DET002019-2;VTA002019;PROD0022;3;$ 187.455,11;15,0%;$ 478.010,53;$ 424.818,00;$ 53.192,53
DET002020-1;VTA002020;PROD0045;1;$ 114.457,39;0,0%;$ 114.457,39;$ 77.926,00;$ 36.531,39
DET002020-2;VTA002020;PROD0174;1;$ 362.737,87;0,0%;$ 362.737,87;$ 285.272,00;$ 77.465,87
DET002020-3;VTA002020;PROD0143;3;$ 54.819,79;0,0%;$ 164.459,37;$ 107.688,00;$ 56.771,37
DET002021-1;VTA002021;PROD0082;3;$ 83.935,15;0,0%;$ 251.805,45;$ 171.474,00;$ 80.331,45
DET002022-1;VTA002022;PROD0160;1;$ 361.179,73;20,0%;$ 288.943,78;$ 265.144,00;$ 23.799,78
DET002023-1;VTA002023;PROD0051;1;$ 926.043,36;5,0%;$ 879.741,19;$ 673.237,00;$ 206.504,19
DET002024-1;VTA002024;PROD0168;1;$ 206.500,15;0,0%;$ 206.500,15;$ 143.715,00;$ 62.785,15
DET002025-1;VTA002025;PROD0122;1;$ 635.448,28;0,0%;$ 635.448,28;$ 469.014,00;$ 166.434,28
DET002026-1;VTA002026;PROD0149;1;$ 129.626,24;0,0%;$ 129.626,24;$ 97.622,00;$ 32.004,24
DET002026-2;VTA002026;PROD0064;3;$ 541.954,02;5,0%;$ 1.544.568,96;$ 1.069.485,00;$ 475.083,96
DET002026-3;VTA002026;PROD0131;1;$ 594.392,75;10,0%;$ 534.953,47;$ 440.483,00;$ 94.470,47
DET002027-1;VTA002027;PROD0049;1;$ 788.927,53;10,0%;$ 710.034,78;$ 552.938,00;$ 157.096,78
DET002027-2;VTA002027;PROD0098;2;$ 731.991,60;0,0%;$ 1.463.983,20;$ 933.238,00;$ 530.745,20
DET002028-1;VTA002028;PROD0141;3;$ 137.766,71;10,0%;$ 371.970,12;$ 312.876,00;$ 59.094,12
DET002029-1;VTA002029;PROD0174;1;$ 386.463,62;5,0%;$ 367.140,44;$ 285.272,00;$ 81.868,44
DET002029-2;VTA002029;PROD0082;3;$ 89.529,19;0,0%;$ 268.587,57;$ 171.474,00;$ 97.113,57
DET002029-3;VTA002029;PROD0168;1;$ 195.167,31;10,0%;$ 175.650,58;$ 143.715,00;$ 31.935,58
DET002030-1;VTA002030;PROD0138;1;$ 309.177,39;0,0%;$ 309.177,39;$ 203.575,00;$ 105.602,39
DET002031-1;VTA002031;PROD0122;2;$ 595.660,07;0,0%;$ 1.191.320,14;$ 938.028,00;$ 253.292,14
DET002032-1;VTA002032;PROD0028;1;$ 170.980,59;0,0%;$ 170.980,59;$ 108.655,00;$ 62.325,59
DET002033-1;VTA002033;PROD0156;1;$ 396.807,07;0,0%;$ 396.807,07;$ 287.610,00;$ 109.197,07
DET002034-1;VTA002034;PROD0040;1;$ 251.973,56;5,0%;$ 239.374,88;$ 182.154,00;$ 57.220,88
DET002034-2;VTA002034;PROD0060;1;$ 203.898,07;5,0%;$ 193.703,17;$ 140.684,00;$ 53.019,17
DET002035-1;VTA002035;PROD0008;1;$ 217.744,06;0,0%;$ 217.744,06;$ 150.976,00;$ 66.768,06
DET002036-1;VTA002036;PROD0121;1;$ 739.098,49;10,0%;$ 0,00;$ 562.220,00;$ 0,00
DET002037-1;VTA002037;PROD0038;2;$ 40.762,19;5,0%;$ 77.448,16;$ 64.482,00;$ 12.966,16
DET002038-1;VTA002038;PROD0085;2;$ 1.113.691,85;10,0%;$ 2.004.645,33;$ 1.387.282,00;$ 617.363,33
DET002038-2;VTA002038;PROD0048;2;$ 233.990,68;5,0%;$ 444.582,29;$ 310.296,00;$ 134.286,29
DET002039-1;VTA002039;PROD0048;1;$ 242.129,68;5,0%;$ 230.023,20;$ 155.148,00;$ 74.875,20
DET002040-1;VTA002040;PROD0025;2;$ 956.747,40;0,0%;$ 1.913.494,80;$ 1.416.958,00;$ 496.536,80
DET002041-1;VTA002041;PROD0169;1;$ 103.513,29;0,0%;$ 103.513,29;$ 75.268,00;$ 28.245,29
DET002041-2;VTA002041;PROD0143;3;$ 55.094,79;15,0%;$ 140.491,71;$ 107.688,00;$ 32.803,71
DET002041-3;VTA002041;PROD0109;2;$ 771.440,07;5,0%;$ 1.465.736,13;$ 1.155.252,00;$ 310.484,13
DET002042-1;VTA002042;PROD0093;1;$ 1.056.257,35;0,0%;$ 1.056.257,35;$ 682.026,00;$ 374.231,35
DET002042-2;VTA002042;PROD0126;1;$ 75.900,01;5,0%;$ 72.105,01;$ 53.626,00;$ 18.479,01
DET002043-1;VTA002043;PROD0058;2;$ 347.315,61;10,0%;$ 625.168,10;$ 480.912,00;$ 144.256,10
DET002043-2;VTA002043;PROD0160;1;$ 368.451,45;5,0%;$ 350.028,88;$ 265.144,00;$ 84.884,88
DET002044-1;VTA002044;PROD0079;1;$ 417.462,12;0,0%;$ 417.462,12;$ 315.566,00;$ 101.896,12
DET002045-1;VTA002045;PROD0063;1;$ 15.865,56;0,0%;$ 15.865,56;$ 10.407,00;$ 5.458,56
DET002046-1;VTA002046;PROD0054;1;$ 104.823,32;10,0%;$ 94.340,99;$ 70.807,00;$ 23.533,99
DET002046-2;VTA002046;PROD0042;1;$ 164.383,86;0,0%;$ 164.383,86;$ 99.733,00;$ 64.650,86
DET002047-1;VTA002047;PROD0129;1;$ 520.567,30;0,0%;$ 520.567,30;$ 363.302,00;$ 157.265,30
DET002048-1;VTA002048;PROD0089;1;$ 830.943,69;0,0%;$ 830.943,69;$ 544.449,00;$ 286.494,69
DET002049-1;VTA002049;PROD0129;1;$ 537.062,56;0,0%;$ 537.062,56;$ 363.302,00;$ 173.760,56
DET002050-1;VTA002050;PROD0067;1;$ 253.392,20;5,0%;$ 240.722,59;$ 181.885,00;$ 58.837,59
DET002051-1;VTA002051;PROD0064;1;$ 518.989,09;0,0%;$ 518.989,09;$ 356.495,00;$ 162.494,09
DET002052-1;VTA002052;PROD0094;1;$ 107.402,06;5,0%;$ 102.031,96;$ 75.469,00;$ 26.562,96
DET002053-1;VTA002053;PROD0038;2;$ 40.449,13;0,0%;$ 80.898,26;$ 64.482,00;$ 16.416,26
DET002054-1;VTA002054;PROD0166;1;$ 246.702,51;5,0%;$ 234.367,38;$ 157.280,00;$ 77.087,38
DET002054-2;VTA002054;PROD0173;2;$ 362.731,15;5,0%;$ 689.189,19;$ 492.234,00;$ 196.955,19
DET002055-1;VTA002055;PROD0075;4;$ 618.497,16;0,0%;$ 2.473.988,64;$ 1.659.636,00;$ 814.352,64
DET002056-1;VTA002056;PROD0146;1;$ 78.272,06;20,0%;$ 62.617,65;$ 54.157,00;$ 8.460,65
DET002057-1;VTA002057;PROD0049;1;$ 804.345,67;0,0%;$ 804.345,67;$ 552.938,00;$ 251.407,67
DET002058-1;VTA002058;PROD0063;1;$ 15.941,11;0,0%;$ 15.941,11;$ 10.407,00;$ 5.534,11
DET002059-1;VTA002059;PROD0161;1;$ 503.086,04;0,0%;$ 503.086,04;$ 305.298,00;$ 197.788,04
DET002059-2;VTA002059;PROD0029;2;$ 592.134,57;10,0%;$ 1.065.842,23;$ 963.738,00;$ 102.104,23
DET002060-1;VTA002060;PROD0176;1;$ 144.835,17;0,0%;$ 144.835,17;$ 110.906,00;$ 33.929,17
DET002060-2;VTA002060;PROD0172;1;$ 15.465,15;0,0%;$ 15.465,15;$ 10.241,00;$ 5.224,15
DET002061-1;VTA002061;PROD0079;1;$ 406.130,44;20,0%;$ 324.904,35;$ 315.566,00;$ 9.338,35
DET002062-1;VTA002062;PROD0030;1;$ 417.344,41;20,0%;$ 333.875,53;$ 310.009,00;$ 23.866,53
DET002063-1;VTA002063;PROD0131;1;$ 564.145,33;0,0%;$ 564.145,33;$ 440.483,00;$ 123.662,33
DET002063-2;VTA002063;PROD0116;1;$ 187.423,27;0,0%;$ 187.423,27;$ 152.602,00;$ 34.821,27
DET002064-1;VTA002064;PROD0091;2;$ 535.232,58;0,0%;$ 1.070.465,16;$ 798.480,00;$ 271.985,16
DET002065-1;VTA002065;PROD0042;2;$ 158.923,97;0,0%;$ 317.847,94;$ 199.466,00;$ 118.381,94
DET002065-2;VTA002065;PROD0175;1;$ 667.854,27;10,0%;$ 601.068,84;$ 518.531,00;$ 82.537,84
DET002066-1;VTA002066;PROD0113;1;$ 738.103,52;0,0%;$ 738.103,52;$ 513.076,00;$ 225.027,52
DET002066-2;VTA002066;PROD0134;1;$ 516.657,36;0,0%;$ 516.657,36;$ 349.135,00;$ 167.522,36
DET002067-1;VTA002067;PROD0026;1;$ 834.347,45;15,0%;$ 0,00;$ 610.791,00;$ 0,00
DET002067-2;VTA002067;PROD0171;1;$ 631.514,24;0,0%;$ 0,00;$ 453.851,00;$ 0,00
DET002068-1;VTA002068;PROD0155;1;$ 294.247,12;0,0%;$ 294.247,12;$ 199.197,00;$ 95.050,12
